forecast_date,target,target_end_date,location,type,quantile,value
2024-09-23,2 wk ahead inc case,2024-10-05,PT,quantile,0.55,334
2024-09-23,2 wk ahead inc case,2024-10-05,PT,quantile,0.05,262
2024-09-23,2 wk ahead inc case,2024-10-05,PT,quantile,0.025,251
2024-09-23,2 wk ahead inc case,2024-10-05,PT,quantile,0.25,299
2024-09-23,2 wk ahead inc case,2024-10-05,PT,quantile,0.3,305
2024-09-23,2 wk ahead inc case,2024-10-05,PT,quantile,0.01,238
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.6,2498
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.95,5186
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.15,1256
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.975,6088
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.55,2337
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.9,4270
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.7,2885
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.025,781
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.85,3738
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.75,3126
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.65,2675
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.8,3381
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.05,918
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.99,7275
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.45,2029
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.01,649
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.1,1110
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.2,1390
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.4,1900
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.35,1779
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.5,2181
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.55,2294
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.6,2357
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.65,2429
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.975,3406
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.95,3186
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.45,2175
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.25,1522
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.75,2581
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.5,2236
2024-09-23,2 wk ahead inc case,2024-10-05,RO,quantile,0.3,1657
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.9,2948
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.85,2796
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.35,2065
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.7,2501
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.2,1873
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.8,2676
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.99,3666
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.15,1793
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.3,2004
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.1,1705
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.05,1583
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.025,1491
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.4,2119
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.25,1944
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.35,1927
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.25,1564
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.15,1213
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.3,1744
2024-09-23,1 wk ahead inc case,2024-09-28,RO,quantile,0.01,1382
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.2,1390
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.975,9579
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.1,1025
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.65,3270
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.95,7690
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.01,481
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.6,2981
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.99,12208
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.55,2732
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.025,643
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.1,1983
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.05,789
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.9,2653
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.5,2505
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.75,3940
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.7,3577
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.45,2300
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.9,6033
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.8,4428
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.99,2958
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.85,5098
2024-09-23,3 wk ahead inc case,2024-10-12,RO,quantile,0.4,2109
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.25,2125
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.8,2523
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.65,2394
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.7,2433
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.3,2161
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.85,2578
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.75,2475
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.975,2858
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.15,2041
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.05,1904
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.6,2356
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.95,2758
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.55,2322
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.2,2088
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.025,1832
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.4,2227
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.35,2194
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.01,1762
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.5,2291
2024-09-23,0 wk ahead inc case,2024-09-21,RO,quantile,0.45,2258
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.55,728
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.4,669
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.3,646
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.5,690
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.05,562
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.35,658
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.25,634
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.025,540
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.2,620
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.1,587
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.45,716
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.4,710
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.15,605
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.55,701
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.7,736
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.01,515
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.5,722
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.6,734
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.35,704
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.6,712
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.45,679
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.65,724
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.65,740
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.975,1231
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.7,746
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.95,1141
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.3,698
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.9,1043
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.85,769
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.4,719
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.75,900
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.99,1348
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.01,621
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.15,593
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.65,839
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.85,982
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.75,753
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.8,760
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.8,937
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.99,831
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.05,509
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.1,557
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.6,813
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.7,869
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.45,743
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.55,788
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.8,768
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.9,781
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.2,623
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.3,673
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.75,751
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.5,765
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.35,697
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.25,649
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.25,692
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.025,474
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.9,809
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.95,799
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.05,649
2024-09-23,3 wk ahead inc case,2024-10-12,SE,quantile,0.01,432
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.01,503
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.025,636
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.1,666
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.975,814
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.85,786
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.95,848
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.975,885
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.15,676
2024-09-23,1 wk ahead inc case,2024-09-28,SE,quantile,0.2,684
2024-09-23,0 wk ahead inc case,2024-09-21,SE,quantile,0.99,930
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.99,1229
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.975,1141
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.95,1077
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.9,1003
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.35,726
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.85,956
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.4,744
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.3,707
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.7,868
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.25,687
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.5,782
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.65,845
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.55,802
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.6,823
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.75,894
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.8,923
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.2,664
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.45,764
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.05,568
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.1,609
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.025,537
2024-09-23,2 wk ahead inc case,2024-10-05,SE,quantile,0.15,638
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.35,258
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.4,263
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.99,434
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.3,253
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.65,285
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.01,199
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.7,290
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.25,248
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.6,280
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.9,377
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.55,275
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.05,219
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.975,414
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.5,271
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.9,320
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.99,366
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.15,237
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.45,267
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.95,395
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.025,210
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.99,377
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.99,424
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.7,314
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.75,296
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.2,243
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.1,229
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.8,332
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.75,348
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.95,335
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.8,357
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.85,365
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.75,327
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.7,342
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.9,344
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.975,364
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.975,399
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.8,303
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.975,349
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.65,335
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.95,355
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.8,331
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.65,307
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.95,379
2024-09-23,0 wk ahead inc case,2024-09-21,SI,quantile,0.85,310
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.75,322
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.85,337
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.01,252
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.9,356
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.4,276
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.35,271
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.55,324
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.5,288
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.6,300
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.6,329
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.7,323
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.85,342
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.3,264
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.025,246
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.5,318
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.2,251
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.65,319
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.05,267
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.05,219
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.45,282
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.55,294
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.45,305
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.55,312
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.6,315
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.01,235
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.15,277
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.4,308
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.45,313
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.025,209
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.5,308
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.1,268
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.2,284
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.25,291
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.25,258
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.05,255
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.3,297
2024-09-23,2 wk ahead inc case,2024-10-05,SI,quantile,0.35,302
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.2,287
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.025,260
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.3,295
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.01,195
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.1,233
2024-09-23,1 wk ahead inc case,2024-09-28,SI,quantile,0.15,243
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.25,291
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.1,276
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.4,302
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.15,282
2024-09-23,3 wk ahead inc case,2024-10-12,SI,quantile,0.35,298
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.15,194
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.1,177
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.05,154
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.4,74
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.35,61
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.2,208
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.75,266
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.65,180
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.7,218
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.025,138
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.45,271
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.3,50
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.8,337
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.5,104
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.01,120
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.45,89
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.15,23
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.4,259
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.1,16
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.55,125
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.5,142
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.025,6
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.55,170
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.6,150
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.4,99
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.5,285
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.2,31
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.3,235
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.35,247
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.05,9
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.45,119
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.35,82
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.55,297
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.85,435
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.99,2702
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.25,222
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.7,307
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.25,40
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.6,312
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.65,327
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.01,3
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.975,1645
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.9,455
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.01,5
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.15,32
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.6,203
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.35,82
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.1,22
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.3,69
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.7,344
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.85,415
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.99,660
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.95,1041
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.025,8
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.2,43
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.25,54
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.4,98
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.45,115
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.3,67
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.65,248
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.85,629
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.75,364
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.95,519
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.975,583
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.05,17
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.5,135
2024-09-23,1 wk ahead inc case,2024-09-28,SK,quantile,0.9,614
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.025,11
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.05,13
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.75,379
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.8,481
2024-09-23,0 wk ahead inc case,2024-09-21,SK,quantile,0.8,385
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.01,7
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.2,46
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.25,57
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.1,26
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.99,4252
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.975,2418
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.6,185
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.15,35
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.55,157
2024-09-23,3 wk ahead inc case,2024-10-12,SK,quantile,0.95,1525
2024-09-23,2 wk ahead inc case,2024-10-05,SK,quantile,0.65,220
